FlavV,5,b,V,1,0.8946877655,0.7949982201,0.9584449905,0.7788125282,0.7321727571,0.748376419,0.8642735572,0.9130314012,0.8169556118,0.9345097429,0.6369190219,0.8621493415,0.7009243737,0.7691579605,0.7951803483,0.6678107936,0.9160486449,0.4054276371,0.6509377956,0.6996259552,0.6580105294,0.8053186715,0.9101321379,0.7330129511,0.6968100286,0.9063859292,0.7413878156,0.839676041,0.7886937303,0.9290832655,0.9495171271,0.7876129468,0.7967272086,0.7961821416,0.9093076142,0.6996259552,0.8050646174
PotyV,14,b,V,0.8946877655,1,0.7947664079,0.8958853238,0.8350190292,0.7785511548,0.7831449529,0.8671700805,0.9042348377,0.787705008,0.9032877857,0.7101265726,0.8864050215,0.7523725814,0.874060858,0.788374496,0.786741856,0.9072399655,0.5340947521,0.7685874927,0.8156282418,0.7717152139,0.8638235368,0.8168534693,0.8018887484,0.8029215315,0.7457358144,0.8437157549,0.7539120368,0.810467616,0.8632803839,0.9043517672,0.8557196841,0.8594567563,0.8670033955,0.8240876738,0.8156282418,0.8655248214
OrthH,8,b,H,0.7949982201,0.7947664079,1,0.8370116978,0.7998359933,0.7953978474,0.7766132549,0.7473708599,0.8186439509,0.856709077,0.7333137171,0.6491053658,0.8291557631,0.7811088595,0.7751441986,0.7546051759,0.7045405843,0.8073944799,0.3813038962,0.5700063704,0.687765044,0.720483941,0.8237812097,0.700910105,0.8097824657,0.7241951133,0.6888098609,0.7314299163,0.8382227223,0.6941637498,0.6831717518,0.8004647438,0.8082306113,0.7300884986,0.8516749383,0.8161938229,0.687765044,0.8570216709
CoroV,4,b,V,0.9584449905,0.8958853238,0.8370116978,1,0.7971537917,0.7657606459,0.7638648044,0.8635755143,0.9243650536,0.8393523831,0.9216290631,0.6329642119,0.8760893101,0.7247537726,0.7780368249,0.8087878086,0.675825892,0.9208458916,0.3850894851,0.646424312,0.7137674543,0.6755449199,0.82628024,0.8722099662,0.7611426909,0.7065397611,0.8749413572,0.7559546046,0.8610127821,0.7829681433,0.9000759713,0.9535654824,0.815517253,0.8014747765,0.8244219214,0.9091932019,0.7137674543,0.8352515737
RetrH,17,b,H,0.7788125282,0.8350190292,0.7998359933,0.7971537917,1,0.8568420941,0.8712263101,0.8424899792,0.8385069287,0.8566774424,0.8207343851,0.8333705059,0.8855511069,0.8792427489,0.8842447172,0.8753025747,0.8743645653,0.8706909858,0.6474019014,0.8037655653,0.8790255596,0.8677203361,0.9144724658,0.6291735088,0.91023401,0.8815582643,0.6006440664,0.8716428555,0.760083237,0.8653736672,0.7507221146,0.8317017053,0.8686864416,0.8580716566,0.8949709827,0.81450965,0.8790255596,0.9089526857
HepaH,6,a,H,0.7321727571,0.7785511548,0.7953978474,0.7657606459,0.8568420941,1,0.8434896375,0.8094624905,0.8142726189,0.8379894704,0.7692840133,0.749729414,0.8436854826,0.8116610173,0.8457258513,0.8134860712,0.8150023527,0.8295208702,0.5691971529,0.7447967697,0.8425970176,0.8343252856,0.8796109428,0.5832145377,0.8575881505,0.8307787175,0.5877458515,0.842938857,0.7745825626,0.815452479,0.6941480647,0.7875440583,0.8526611828,0.8437293466,0.858375309,0.8086729657,0.8425970176,0.8427002732
AdenV,1,a,V,0.748376419,0.7831449529,0.7766132549,0.7638648044,0.8712263101,0.8434896375,1,0.8256780906,0.7989924844,0.9014321476,0.7947486875,0.8922816275,0.878604493,0.8820795992,0.8421246395,0.8882252798,0.8510546781,0.872031995,0.7032659954,0.7206864259,0.836618323,0.8448256657,0.8918521804,0.5911285798,0.8841585283,0.8614184729,0.5904855428,0.7928916805,0.750545253,0.9005396435,0.7176772251,0.7955844831,0.8231357624,0.807716997,0.8600907007,0.8531240456,0.836618323,0.8542910775
CaliV,3,b,V,0.8642735572,0.8671700805,0.7473708599,0.8635755143,0.8424899792,0.8094624905,0.8256780906,1,0.8853322313,0.8009493654,0.9075707073,0.7539915513,0.8978247528,0.7673956254,0.8568314823,0.8381507587,0.8036571141,0.9199495261,0.5963568664,0.8121359138,0.845107923,0.7918031365,0.8734640369,0.7250741446,0.8169601483,0.8398270701,0.7231639594,0.8411680453,0.7393536077,0.884090153,0.880469529,0.8888609436,0.8518758678,0.8955344238,0.8552991099,0.8560036363,0.845107923,0.8389271202
BunyV,2,b,V,0.9130314012,0.9042348377,0.8186439509,0.9243650536,0.8385069287,0.8142726189,0.7989924844,0.8853322313,1,0.8389683559,0.9105773283,0.6929833394,0.9048820898,0.776070292,0.8438184756,0.8372971757,0.7560430161,0.9194652486,0.4737785704,0.7425121935,0.8080235696,0.7594587404,0.8774082869,0.7918998767,0.8154666866,0.7849181782,0.7778159746,0.8454278513,0.8075161215,0.82291081,0.8736416912,0.9359063624,0.8798301537,0.8754275269,0.8742017939,0.8722396133,0.8080235696,0.8748945669
RetrV,17,b,V,0.8169556118,0.787705008,0.856709077,0.8393523831,0.8566774424,0.8379894704,0.9014321476,0.8009493654,0.8389683559,1,0.7959100271,0.8181021361,0.8837276194,0.8802151313,0.7852302525,0.8839974774,0.7697330146,0.8779151133,0.5404113558,0.6183904329,0.7605940166,0.7761382481,0.869563452,0.6720997654,0.8619081705,0.7762969115,0.6984876276,0.7549458752,0.8549654375,0.8374434967,0.7300356334,0.8490729449,0.8213862123,0.7730072628,0.8470561037,0.9126489211,0.7605940166,0.8653110676
RhabV,18,b,V,0.9345097429,0.9032877857,0.7333137171,0.9216290631,0.8207343851,0.7692840133,0.7947486875,0.9075707073,0.9105773283,0.7959100271,1,0.7180633269,0.8899354233,0.7344716253,0.8274522824,0.8422028617,0.7527518813,0.9409361713,0.5417589142,0.7548865852,0.7937604327,0.7318436693,0.8540364412,0.8430142411,0.7787776323,0.7796393006,0.8188937111,0.8161945954,0.7771839664,0.8636727546,0.9385200977,0.9427548724,0.8305325848,0.8641236295,0.8244398156,0.8860892694,0.7937604327,0.8258304803
PapiV,9,a,V,0.6369190219,0.7101265726,0.6491053658,0.6329642119,0.8333705059,0.749729414,0.8922816275,0.7539915513,0.6929833394,0.8181021361,0.7180633269,1,0.8401789804,0.9052318601,0.8210904201,0.8645651931,0.8984484329,0.7876536281,0.8472090058,0.693948354,0.8186017662,0.8436250584,0.8224782825,0.4620813851,0.8802130693,0.8517336629,0.4092630913,0.7688597515,0.5980858678,0.8693282851,0.6093634437,0.6905202539,0.7614449042,0.7374408627,0.8006327595,0.7358829817,0.8186017662,0.8017694646
PolyV,13,a,V,0.8621493415,0.8864050215,0.8291557631,0.8760893101,0.8855511069,0.8436854826,0.878604493,0.8978247528,0.9048820898,0.8837276194,0.8899354233,0.8401789804,1,0.8767369329,0.8955714852,0.9071971806,0.8610592841,0.9242235948,0.6121839681,0.7656087674,0.8556907782,0.8415102974,0.9134496015,0.6941897946,0.9031349547,0.8686423235,0.6640272113,0.8883032737,0.7887550133,0.8889559003,0.8186558169,0.8968501674,0.904263575,0.8839309522,0.9139455801,0.8667701529,0.8556907782,0.9176246852
HerpH,7,a,H,0.7009243737,0.7523725814,0.7811088595,0.7247537726,0.8792427489,0.8116610173,0.8820795992,0.7673956254,0.776070292,0.8802151313,0.7344716253,0.9052318601,0.8767369329,1,0.8421045226,0.8830423648,0.8748491834,0.8164860238,0.7093553922,0.6858257975,0.827963962,0.8434551892,0.8750997879,0.5100397652,0.9320507703,0.8486564412,0.4901324289,0.8248513799,0.705060301,0.8359236223,0.6297628876,0.7605888094,0.8351700134,0.7835868755,0.8669642996,0.7855862901,0.827963962,0.8806126167
FlavH,5,b,H,0.7691579605,0.874060858,0.7751441986,0.7780368249,0.8842447172,0.8457258513,0.8421246395,0.8568314823,0.8438184756,0.7852302525,0.8274522824,0.8210904201,0.8955714852,0.8421045226,1,0.7993533823,0.9218921535,0.8559247419,0.6982769753,0.8709913839,0.9172601828,0.9019494823,0.8979632501,0.6327001754,0.9011684162,0.9313659944,0.5628018265,0.9258323931,0.6591152753,0.8519002007,0.7588681142,0.8104973427,0.8977515099,0.8993095657,0.9187640192,0.7659099812,0.9172601828,0.8853627815
PicoV,12,b,V,0.7951803483,0.788374496,0.7546051759,0.8087878086,0.8753025747,0.8134860712,0.8882252798,0.8381507587,0.8372971757,0.8839974774,0.8422028617,0.8645651931,0.9071971806,0.8830423648,0.7993533823,1,0.8109256447,0.8882886784,0.6447232066,0.6800553566,0.7989748294,0.7836616712,0.8917312524,0.6067819992,0.8750975301,0.8009583377,0.6132685125,0.7952446987,0.793425623,0.901905968,0.7515465013,0.8469772674,0.8210413629,0.8139616876,0.838378009,0.8558877793,0.7989748294,0.8642952461
CoroH,4,b,H,0.6678107936,0.786741856,0.7045405843,0.675825892,0.8743645653,0.8150023527,0.8510546781,0.8036571141,0.7560430161,0.7697330146,0.7527518813,0.8984484329,0.8610592841,0.8748491834,0.9218921535,0.8109256447,1,0.803373287,0.7992994739,0.8311731037,0.9177962457,0.9088014836,0.8758272784,0.4995333395,0.9047089395,0.9335480242,0.4286089784,0.8871087731,0.587030136,0.8429361484,0.6558880206,0.7297440345,0.8493408157,0.8455489203,0.8734424458,0.7083029848,0.9177962457,0.8664878166
ParvV,11,a,V,0.9160486449,0.9072399655,0.8073944799,0.9208458916,0.8706909858,0.8295208702,0.872031995,0.9199495261,0.9194652486,0.8779151133,0.9409361713,0.7876536281,0.9242235948,0.8164860238,0.8559247419,0.8882886784,0.803373287,1,0.5718941063,0.7627422558,0.8371853715,0.7965415249,0.9029038852,0.8043000926,0.8466567903,0.8264562854,0.7836818322,0.835092282,0.8203930399,0.8935039988,0.8910337246,0.9380459579,0.8672284988,0.8756132727,0.8772744687,0.9137629386,0.8371853715,0.8812104587
PotyH,14,b,H,0.4054276371,0.5340947521,0.3813038962,0.3850894851,0.6474019014,0.5691971529,0.7032659954,0.5963568664,0.4737785704,0.5404113558,0.5417589142,0.8472090058,0.6121839681,0.7093553922,0.6982769753,0.6447232066,0.7992994739,0.5718941063,1,0.6450969142,0.7125689484,0.7342100786,0.6340325793,0.2793759866,0.6972006029,0.7478695204,0.1920421059,0.6265671135,0.3075973451,0.7202701654,0.4444422382,0.4534468356,0.5710758886,0.5975537546,0.6217547351,0.4913190744,0.7125689484,0.5773743434
CaliH,3,b,H,0.6509377956,0.7685874927,0.5700063704,0.646424312,0.8037655653,0.7447967697,0.7206864259,0.8121359138,0.7425121935,0.6183904329,0.7548865852,0.693948354,0.7656087674,0.6858257975,0.8709913839,0.6800553566,0.8311731037,0.7627422558,0.6450969142,1,0.8924056506,0.8337265262,0.7980319485,0.5215960999,0.7843904254,0.8790843242,0.4618326614,0.8688392845,0.4991355359,0.7955919455,0.7190036375,0.7060355911,0.7983564391,0.8631006504,0.8050980837,0.6263202165,0.8924056506,0.7604636025
ParvH,11,a,H,0.6996259552,0.8156282418,0.687765044,0.7137674543,0.8790255596,0.8425970176,0.836618323,0.845107923,0.8080235696,0.7605940166,0.7937604327,0.8186017662,0.8556907782,0.827963962,0.9172601828,0.7989748294,0.9177962457,0.8371853715,0.7125689484,0.8924056506,1,0.9059964077,0.9055970873,0.5412403,0.8738560824,0.9330001016,0.4906876095,0.9123401261,0.6090657321,0.8578043139,0.7167999649,0.777123508,0.8808237497,0.903502424,0.8917096837,0.7243213197,1,0.873021596
AdenH,1,a,H,0.6580105294,0.7717152139,0.720483941,0.6755449199,0.8677203361,0.8343252856,0.8448256657,0.7918031365,0.7594587404,0.7761382481,0.7318436693,0.8436250584,0.8415102974,0.8434551892,0.9019494823,0.7836616712,0.9088014836,0.7965415249,0.7342100786,0.8337265262,0.9059964077,1,0.8615133732,0.500260331,0.8843516537,0.9179052287,0.4454644891,0.8687847912,0.5982751155,0.8264244567,0.6410339018,0.7156173771,0.8542977829,0.846755434,0.8763837915,0.7091408442,0.9059964077,0.8399386795
RhabH,18,b,H,0.8053186715,0.8638235368,0.8237812097,0.82628024,0.9144724658,0.8796109428,0.8918521804,0.8734640369,0.8774082869,0.869563452,0.8540364412,0.8224782825,0.9134496015,0.8750997879,0.8979632501,0.8917312524,0.8758272784,0.9029038852,0.6340325793,0.7980319485,0.9055970873,0.8615133732,1,0.647875405,0.9042378453,0.8993349468,0.6302592905,0.8859569435,0.7819021414,0.884097519,0.7735115163,0.863999393,0.9006398295,0.9027016421,0.924945411,0.8399724658,0.9055970873,0.9316913576
OrthV,8,b,V,0.9101321379,0.8168534693,0.700910105,0.8722099662,0.6291735088,0.5832145377,0.5911285798,0.7250741446,0.7918998767,0.6720997654,0.8430142411,0.4620813851,0.6941897946,0.5100397652,0.6327001754,0.6067819992,0.4995333395,0.8043000926,0.2793759866,0.5215960999,0.5412403,0.500260331,0.647875405,1,0.5509574781,0.5309656624,0.90649386,0.578935866,0.7527165802,0.6251796819,0.8681405579,0.8456423236,0.6389088106,0.6464430165,0.6510073277,0.8031732223,0.5412403,0.6471641293
PapiH,9,a,H,0.7330129511,0.8018887484,0.8097824657,0.7611426909,0.91023401,0.8575881505,0.8841585283,0.8169601483,0.8154666866,0.8619081705,0.7787776323,0.8802130693,0.9031349547,0.9320507703,0.9011684162,0.8750975301,0.9047089395,0.8466567903,0.6972006029,0.7843904254,0.8738560824,0.8843516537,0.9042378453,0.5509574781,1,0.9082926675,0.5223062513,0.8864709565,0.7200820978,0.8566029036,0.6849344534,0.7856567134,0.8743373503,0.8386579684,0.9229945749,0.7906970899,0.8738560824,0.9133454313
ParaH,10,b,H,0.6968100286,0.8029215315,0.7241951133,0.7065397611,0.8815582643,0.8307787175,0.8614184729,0.8398270701,0.7849181782,0.7762969115,0.7796393006,0.8517336629,0.8686423235,0.8486564412,0.9313659944,0.8009583377,0.9335480242,0.8264562854,0.7478695204,0.8790843242,0.9330001016,0.9179052287,0.8993349468,0.5309656624,0.9082926675,1,0.4872315988,0.9003691238,0.6149359859,0.8645997438,0.7039279839,0.7552270198,0.8656495239,0.873232447,0.8957021069,0.7360279445,0.9330001016,0.8753556093
TogaV,19,b,V,0.9063859292,0.7457358144,0.6888098609,0.8749413572,0.6006440664,0.5877458515,0.5904855428,0.7231639594,0.7778159746,0.6984876276,0.8188937111,0.4092630913,0.6640272113,0.4901324289,0.5628018265,0.6132685125,0.4286089784,0.7836818322,0.1920421059,0.4618326614,0.4906876095,0.4454644891,0.6302592905,0.90649386,0.5223062513,0.4872315988,1,0.522140558,0.7923406702,0.6305237669,0.8674013599,0.8433164961,0.6061058194,0.6222589585,0.6052716884,0.8518381356,0.4906876095,0.6114808892
PolyH,13,a,H,0.7413878156,0.8437157549,0.7314299163,0.7559546046,0.8716428555,0.842938857,0.7928916805,0.8411680453,0.8454278513,0.7549458752,0.8161945954,0.7688597515,0.8883032737,0.8248513799,0.9258323931,0.7952446987,0.8871087731,0.835092282,0.6265671135,0.8688392845,0.9123401261,0.8687847912,0.8859569435,0.578935866,0.8864709565,0.9003691238,0.522140558,1,0.6388812667,0.8196093278,0.738962735,0.8049006163,0.9073029537,0.9155110703,0.8901075227,0.7268370019,0.9123401261,0.8829437203
HepaV,6,a,V,0.839676041,0.7539120368,0.8382227223,0.8610127821,0.760083237,0.7745825626,0.750545253,0.7393536077,0.8075161215,0.8549654375,0.7771839664,0.5980858678,0.7887550133,0.705060301,0.6591152753,0.793425623,0.587030136,0.8203930399,0.3075973451,0.4991355359,0.6090657321,0.5982751155,0.7819021414,0.7527165802,0.7200820978,0.6149359859,0.7923406702,0.6388812667,1,0.7241371528,0.7503714878,0.8383267558,0.7239935208,0.6837107124,0.7554748362,0.8774888033,0.6090657321,0.7770087575
HerpV,7,a,V,0.7886937303,0.810467616,0.6941637498,0.7829681433,0.8653736672,0.815452479,0.9005396435,0.884090153,0.82291081,0.8374434967,0.8636727546,0.8693282851,0.8889559003,0.8359236223,0.8519002007,0.901905968,0.8429361484,0.8935039988,0.7202701654,0.7955919455,0.8578043139,0.8264244567,0.884097519,0.6251796819,0.8566029036,0.8645997438,0.6305237669,0.8196093278,0.7241371528,1,0.8066721137,0.8351700201,0.8266990149,0.8533162654,0.8386984225,0.8448435908,0.8578043139,0.8241832102
PoxvV,15,a,V,0.9290832655,0.8632803839,0.6831717518,0.9000759713,0.7507221146,0.6941480647,0.7176772251,0.880469529,0.8736416912,0.7300356334,0.9385200977,0.6093634437,0.8186558169,0.6297628876,0.7588681142,0.7515465013,0.6558880206,0.8910337246,0.4444422382,0.7190036375,0.7167999649,0.6410339018,0.7735115163,0.8681405579,0.6849344534,0.7039279839,0.8674013599,0.738962735,0.7503714878,0.8066721137,1,0.9171302047,0.7607719073,0.8106676137,0.7604652319,0.8624843676,0.7167999649,0.749496666
ReovV,16,b,V,0.9495171271,0.9043517672,0.8004647438,0.9535654824,0.8317017053,0.7875440583,0.7955844831,0.8888609436,0.9359063624,0.8490729449,0.9427548724,0.6905202539,0.8968501674,0.7605888094,0.8104973427,0.8469772674,0.7297440345,0.9380459579,0.4534468356,0.7060355911,0.777123508,0.7156173771,0.863999393,0.8456423236,0.7856567134,0.7552270198,0.8433164961,0.8049006163,0.8383267558,0.8351700201,0.9171302047,1,0.8474026478,0.851910771,0.8403572364,0.9130335652,0.777123508,0.859300365
BunyH,2,b,H,0.7876129468,0.8557196841,0.8082306113,0.815517253,0.8686864416,0.8526611828,0.8231357624,0.8518758678,0.8798301537,0.8213862123,0.8305325848,0.7614449042,0.904263575,0.8351700134,0.8977515099,0.8210413629,0.8493408157,0.8672284988,0.5710758886,0.7983564391,0.8808237497,0.8542977829,0.9006398295,0.6389088106,0.8743373503,0.8656495239,0.6061058194,0.9073029537,0.7239935208,0.8266990149,0.7607719073,0.8474026478,1,0.9022370498,0.9026115711,0.7943195445,0.8808237497,0.892717767
ReovH,16,b,H,0.7967272086,0.8594567563,0.7300884986,0.8014747765,0.8580716566,0.8437293466,0.807716997,0.8955344238,0.8754275269,0.7730072628,0.8641236295,0.7374408627,0.8839309522,0.7835868755,0.8993095657,0.8139616876,0.8455489203,0.8756132727,0.5975537546,0.8631006504,0.903502424,0.846755434,0.9027016421,0.6464430165,0.8386579684,0.873232447,0.6222589585,0.9155110703,0.6837107124,0.8533162654,0.8106676137,0.851910771,0.9022370498,1,0.8757567724,0.7918702598,0.903502424,0.859431782
PoxvH,15,a,H,0.7961821416,0.8670033955,0.8516749383,0.8244219214,0.8949709827,0.858375309,0.8600907007,0.8552991099,0.8742017939,0.8470561037,0.8244398156,0.8006327595,0.9139455801,0.8669642996,0.9187640192,0.838378009,0.8734424458,0.8772744687,0.6217547351,0.8050980837,0.8917096837,0.8763837915,0.924945411,0.6510073277,0.9229945749,0.8957021069,0.6052716884,0.8901075227,0.7554748362,0.8386984225,0.7604652319,0.8403572364,0.9026115711,0.8757567724,1,0.8109215931,0.8917096837,0.933856896
ParaV,10,b,V,0.9093076142,0.8240876738,0.8161938229,0.9091932019,0.81450965,0.8086729657,0.8531240456,0.8560036363,0.8722396133,0.9126489211,0.8860892694,0.7358829817,0.8667701529,0.7855862901,0.7659099812,0.8558877793,0.7083029848,0.9137629386,0.4913190744,0.6263202165,0.7243213197,0.7091408442,0.8399724658,0.8031732223,0.7906970899,0.7360279445,0.8518381356,0.7268370019,0.8774888033,0.8448435908,0.8624843676,0.9130335652,0.7943195445,0.7918702598,0.8109215931,1,0.7243213197,0.8109393847
PicoH,12,b,H,0.6996259552,0.8156282418,0.687765044,0.7137674543,0.8790255596,0.8425970176,0.836618323,0.845107923,0.8080235696,0.7605940166,0.7937604327,0.8186017662,0.8556907782,0.827963962,0.9172601828,0.7989748294,0.9177962457,0.8371853715,0.7125689484,0.8924056506,1,0.9059964077,0.9055970873,0.5412403,0.8738560824,0.9330001016,0.4906876095,0.9123401261,0.6090657321,0.8578043139,0.7167999649,0.777123508,0.8808237497,0.903502424,0.8917096837,0.7243213197,1,0.873021596
TogaH,19,b,H,0.8050646174,0.8655248214,0.8570216709,0.8352515737,0.9089526857,0.8427002732,0.8542910775,0.8389271202,0.8748945669,0.8653110676,0.8258304803,0.8017694646,0.9176246852,0.8806126167,0.8853627815,0.8642952461,0.8664878166,0.8812104587,0.5773743434,0.7604636025,0.873021596,0.8399386795,0.9316913576,0.6471641293,0.9133454313,0.8753556093,0.6114808892,0.8829437203,0.7770087575,0.8241832102,0.749496666,0.859300365,0.892717767,0.859431782,0.933856896,0.8109393847,0.873021596,1
